OfficeName,Pincode,District,StateName,Lat_GMAP,Long_GMAP
Patti BO,209734,KANNAUJ,UTTAR PRADESH,26.938507,79.8618833
Rura BO,209734,KANNAUJ,UTTAR PRADESH,26.9095275,79.8436796
Lohamarh BO,209732,KANNAUJ,UTTAR PRADESH,26.9555726,79.7960523
Mahteypurwa BO,209732,KANNAUJ,UTTAR PRADESH,26.9555726,79.7960523
Tirwa Ganj BO,209732,KANNAUJ,UTTAR PRADESH,26.9594296,79.7890462
Ferozpur BO,209738,KANNAUJ,UTTAR PRADESH,26.8971923,79.754007
Kudhina BO,209738,KANNAUJ,UTTAR PRADESH,26.8807911,79.7287703
Mawai Bilwari BO,209738,KANNAUJ,UTTAR PRADESH,27.0168945,79.6993184999999
Rampur Majhila BO,209738,KANNAUJ,UTTAR PRADESH,26.9054902,79.6839615
Jogari BO,275306,MAU,UTTAR PRADESH,26.0293692,83.489691
Hathini BO,275102,MAU,UTTAR PRADESH,25.9228622,83.6428232999999
Itaura Dori Pur BO,275305,MAU,UTTAR PRADESH,26.0410601,83.5536523
Mohammadpur Math BO,275102,MAU,UTTAR PRADESH,25.9462838,83.5610119
Dhawariya Sath BO,275305,MAU,UTTAR PRADESH,26.0349199,83.5150168
Lawana Bhawaniganj BO,230141,PRATAPGARH,UTTAR PRADESH,25.9161844,81.4344893999999
Manuhar BO,230141,PRATAPGARH,UTTAR PRADESH,25.8601069,81.4498717
Narainpur Kalan BO,230306,PRATAPGARH,UTTAR PRADESH,25.6992991,82.1387233
Naudera BO,230306,PRATAPGARH,UTTAR PRADESH,25.7184016,82.1659243
Surwa Mishirpur BO,230306,PRATAPGARH,UTTAR PRADESH,26.0373465,82.1155942
Sarai Raja BO,230404,PRATAPGARH,UTTAR PRADESH,25.7705812,81.9111906
Besar BO,230133,PRATAPGARH,UTTAR PRADESH,25.8514163,82.2624037
Pure Newal BO,230503,PRATAPGARH,UTTAR PRADESH,25.9625619,81.7746007
Rajapur Rainiya BO,230503,PRATAPGARH,UTTAR PRADESH,26.0002563,81.7923718
Ramnagar Bhojpur BO,230503,PRATAPGARH,UTTAR PRADESH,25.9709092,81.7923718
Surajgarh BO,230401,PRATAPGARH,UTTAR PRADESH,26.0458447,82.0298154
Aimajatupur BO,230204,PRATAPGARH,UTTAR PRADESH,25.7218011,81.4937992999999
Badgawan BO,230204,PRATAPGARH,UTTAR PRADESH,25.8141128,81.6172083
Bainti BO,230204,PRATAPGARH,UTTAR PRADESH,25.6737538,81.5006606
Barai BO,230204,PRATAPGARH,UTTAR PRADESH,25.7374153,81.49723
Machheha Herdopatti BO,230204,PRATAPGARH,UTTAR PRADESH,25.8342221,81.6350172
Maghi BO,230204,PRATAPGARH,UTTAR PRADESH,25.7416977,81.6229657
Majhilgaon BO,230204,PRATAPGARH,UTTAR PRADESH,25.6919024,81.5349581
Sujauli BO,230204,PRATAPGARH,UTTAR PRADESH,25.6808968,81.4471253999999
Tajpur BO,230204,PRATAPGARH,UTTAR PRADESH,25.7297793,81.5425015
Kanpa BO,230403,PRATAPGARH,UTTAR PRADESH,26.0144704,81.8101386
Madhupur BO,230403,PRATAPGARH,UTTAR PRADESH,25.8023326,81.7964722
Sadar Bazar BO,230403,PRATAPGARH,UTTAR PRADESH,25.9753894,82.0298154
Bachhuwa BO,230402,PRATAPGARH,UTTAR PRADESH,25.786102,81.7691318
Baishpur BO,230402,PRATAPGARH,UTTAR PRADESH,25.7888727,81.8442934
Barari BO,230134,PRATAPGARH,UTTAR PRADESH,25.8326482,82.1863182
Donai BO,230134,PRATAPGARH,UTTAR PRADESH,25.8594239,82.1788411
Gadauri BO,230134,PRATAPGARH,UTTAR PRADESH,25.8650435,82.1604849
Rendi Garapur BO,230135,PRATAPGARH,UTTAR PRADESH,25.949056,82.1931149
Sonpura BO,230121,PRATAPGARH,UTTAR PRADESH,26.0145692,82.375022
Bhuidaha BO,230304,PRATAPGARH,UTTAR PRADESH,25.8498577,82.043438
Deogarh Kamasin BO,230304,PRATAPGARH,UTTAR PRADESH,25.6748234,82.0938189
Medhauli BO,230304,PRATAPGARH,UTTAR PRADESH,25.7985708,82.0189155
Mirzapur BO,230304,PRATAPGARH,UTTAR PRADESH,25.7910014,82.0148275999999
Mirpur Rahimabad BO,275306,MAU,UTTAR PRADESH,26.0276169,83.4532457999999
Ali Nagar BO,275102,MAU,UTTAR PRADESH,25.9676126,83.6228706
Tajopur BO,275305,MAU,UTTAR PRADESH,25.912034,83.5310068
Undura BO,221603,MAU,UTTAR PRADESH,26.174209,83.6541269
Kathtaraon BO,221602,MAU,UTTAR PRADESH,26.1182933,83.7716964999999
Lakhnaur BO,221602,MAU,UTTAR PRADESH,26.1450367,83.7438188
Nemdand BO,221602,MAU,UTTAR PRADESH,26.118444,83.7411631
Rampur BO,221602,MAU,UTTAR PRADESH,26.118444,83.7411631
Allauddinpur BO,276403,MAU,UTTAR PRADESH,25.896193,83.2954144999999
Amarhar BO,276403,MAU,UTTAR PRADESH,26.5806569,81.8183372
Ranipur BO,276403,MAU,UTTAR PRADESH,25.9133685,83.4296686
Golauri BO,221706,MAU,UTTAR PRADESH,25.9300808,83.7411631
Kanso BO,221706,MAU,UTTAR PRADESH,25.9309146,83.7776686999999
Meuri BO,221706,MAU,UTTAR PRADESH,25.9480442,83.7269494
Mustafa Bad BO,221706,MAU,UTTAR PRADESH,25.9300808,83.7411631
Pindohari BO,221706,MAU,UTTAR PRADESH,25.9300808,83.7411631
Dholana BO,276405,MAU,UTTAR PRADESH,26.0502505,83.4310031
Bhela Bandh BO,275305,MAU,UTTAR PRADESH,26.0281162,83.5603112
Faizullahpur BO,275305,MAU,UTTAR PRADESH,26.0238667,83.5310068
Kurthi Zafar Pur BO,275305,MAU,UTTAR PRADESH,26.0167882,83.5043544999999
Badua Godam BO,275305,MAU,UTTAR PRADESH,26.0281162,83.5603112
Khiriya BO,275103,MAU,UTTAR PRADESH,25.8990694,83.5043544999999
Bagali Pijra BO,275103,MAU,UTTAR PRADESH,25.8990694,83.5043544999999
Salahabad BO,275103,MAU,UTTAR PRADESH,25.8990694,83.5043544999999
Chhota Mirzapur BO,231305,MIRZAPUR,UTTAR PRADESH,25.2381638,83.033807
Domari BO,231305,MIRZAPUR,UTTAR PRADESH,25.1962007,83.0509045
Khajuraul BO,231305,MIRZAPUR,UTTAR PRADESH,25.1513356,83.0374801999999
Purusottam Pur BO,231305,MIRZAPUR,UTTAR PRADESH,25.177769,83.0039075
Khasha MohdPur BO,271825,BAHRAICH,UTTAR PRADESH,27.5782009,81.4800746
Lakkha Baundi BO,271825,BAHRAICH,UTTAR PRADESH,27.5552397,81.4855647999999
Murauwa BO,271825,BAHRAICH,UTTAR PRADESH,27.5470072,81.4937992999999
Gopchandpur BO,271825,BAHRAICH,UTTAR PRADESH,27.5227318,81.4306454
Hardi BO,271825,BAHRAICH,UTTAR PRADESH,27.5470072,81.4937992999999
Rampurwa BO,271825,BAHRAICH,UTTAR PRADESH,27.5491141,81.4333923
Dhadhuwa Gajan BO,230136,PRATAPGARH,UTTAR PRADESH,25.9322627,81.7322061
Handaur BO,230136,PRATAPGARH,UTTAR PRADESH,25.9236369,81.7869042
Harakhpur Kotwa BO,230136,PRATAPGARH,UTTAR PRADESH,25.6764432,81.6487135
Kotwa Shukulpur BO,230136,PRATAPGARH,UTTAR PRADESH,25.9917397,81.7279779
Ramganj BO,230139,PRATAPGARH,UTTAR PRADESH,26.047044,81.6363868999999
Ranki BO,230139,PRATAPGARH,UTTAR PRADESH,26.0663968,81.5880885999999
Rehuwa Lalganj BO,230139,PRATAPGARH,UTTAR PRADESH,25.9320852,81.7034734
Newarhiya BO,230141,PRATAPGARH,UTTAR PRADESH,25.8601069,81.4498717
Ping BO,230141,PRATAPGARH,UTTAR PRADESH,25.8601069,81.4498717
Ramapur BO,230141,PRATAPGARH,UTTAR PRADESH,25.8811322,81.4581101
Rokaiyapur BO,230141,PRATAPGARH,UTTAR PRADESH,25.868423,81.4416324
Ahiyapur BO,230142,PRATAPGARH,UTTAR PRADESH,25.9319927,82.09518
Bijahara BO,230142,PRATAPGARH,UTTAR PRADESH,25.9298843,82.1373629
Ishanpur BO,230142,PRATAPGARH,UTTAR PRADESH,25.9357283,82.0829287
Amrokh BO,284303,JHANSI,UTTAR PRADESH,25.7405325,78.948623
Bharosa BO,284303,JHANSI,UTTAR PRADESH,25.7415051,78.9231667
Chelra BO,284303,JHANSI,UTTAR PRADESH,25.652918,78.948623
Kharauwa BO,284303,JHANSI,UTTAR PRADESH,25.7405325,78.948623
Kumhrar BO,284303,JHANSI,UTTAR PRADESH,25.6955326,78.9712450999999
Patti Kumharra BO,284303,JHANSI,UTTAR PRADESH,25.6784136,78.8241068
Amgaon BO,284306,JHANSI,UTTAR PRADESH,25.8050863,78.9910352
Pali Pahari BO,284419,JHANSI,UTTAR PRADESH,25.4636153,78.5036064999999
Rajapur BO,284419,JHANSI,UTTAR PRADESH,25.4006909,78.3728455999999
Bangra BO,284205,JHANSI,UTTAR PRADESH,25.3123477,79.0035659
Gairaha BO,284205,JHANSI,UTTAR PRADESH,25.365711,79.0348416
Kachneo BO,284205,JHANSI,UTTAR PRADESH,25.2684818,78.9655107999999
Magarpur BO,284205,JHANSI,UTTAR PRADESH,25.2949084,78.8524199
Palra BO,284205,JHANSI,UTTAR PRADESH,25.3347178,79.0359012
Uldan BO,284205,JHANSI,UTTAR PRADESH,25.3891871,79.0164736
Lahar Gird BO,284003,JHANSI,UTTAR PRADESH,25.4600153,78.5320107
Bijna BO,284206,JHANSI,UTTAR PRADESH,25.4773199,79.0221256999999
Pandwaha BO,284206,JHANSI,UTTAR PRADESH,25.4703422,79.163319
Shahpur BO,231305,MIRZAPUR,UTTAR PRADESH,25.177769,83.0039075
Maachi BO,231213,SONBHADRA,UTTAR PRADESH,24.6483958,83.4376748999999
Nandana BO,231213,SONBHADRA,UTTAR PRADESH,24.6011236,83.1394359
Jajaauli BO,221603,MAU,UTTAR PRADESH,26.1694422,83.6627695
Katghar Shankar BO,221603,MAU,UTTAR PRADESH,26.1514312,83.6880257
Lalanpur BO,221603,MAU,UTTAR PRADESH,26.1455608,83.6547918
Daulasepur BO,276403,MAU,UTTAR PRADESH,26.0071591,83.6521322999999
Kanjhakhurd BO,276403,MAU,UTTAR PRADESH,25.9978572,83.4109833999999
Khurhar BO,276403,MAU,UTTAR PRADESH,25.985925,83.472357
Kolaura BO,276403,MAU,UTTAR PRADESH,25.9957641,83.4296686
Makhuni BO,276403,MAU,UTTAR PRADESH,25.965292,83.4390090999999
Old Mau BO,284204,JHANSI,UTTAR PRADESH,25.245789,79.1292684
Ladawra BO,284303,JHANSI,UTTAR PRADESH,25.7405325,78.948623
Lawan BO,284303,JHANSI,UTTAR PRADESH,25.7688658,78.9373099
Nandkhas BO,284303,JHANSI,UTTAR PRADESH,25.66241,78.87365
Pandori BO,284303,JHANSI,UTTAR PRADESH,25.7467268,78.8014505
Ambabai BO,284419,JHANSI,UTTAR PRADESH,25.5520881,78.4965043
Khisni Buzurg BO,284205,JHANSI,UTTAR PRADESH,25.2747766,78.8184431999999
Luhari BO,284205,JHANSI,UTTAR PRADESH,25.3464168,78.9146798
Padra BO,284205,JHANSI,UTTAR PRADESH,25.1903563,78.9005332999999
Chheonta BO,284304,JHANSI,UTTAR PRADESH,25.8887632,78.9401383
Chirgaon Khurd BO,284304,JHANSI,UTTAR PRADESH,25.8361213,78.9768998999999
Garhiagaon BO,284003,JHANSI,UTTAR PRADESH,25.4600153,78.5320107
Barhwar BO,284206,JHANSI,UTTAR PRADESH,25.4675815,79.0871004999999
Dhurwai BO,284206,JHANSI,UTTAR PRADESH,25.4938496,79.0475558999999
Pasaura BO,284206,JHANSI,UTTAR PRADESH,25.4964544,79.2394760999999
Rora Bhatpura BO,284204,JHANSI,UTTAR PRADESH,25.284398,79.23366
Rupa Dhamna BO,284204,JHANSI,UTTAR PRADESH,25.2827676,79.1261646999999
Saipura BO,284204,JHANSI,UTTAR PRADESH,25.4213931,79.3034871999999
Siaori BO,284204,JHANSI,UTTAR PRADESH,25.3460232,79.1040431999999
Sijari Buzurg BO,284204,JHANSI,UTTAR PRADESH,25.3712973,79.2479342
Kochha Bhanwar BO,284128,JHANSI,UTTAR PRADESH,25.4698182,78.6384552
Atariya BO,284303,JHANSI,UTTAR PRADESH,25.7104665,78.9373099
Bakwan BO,284303,JHANSI,UTTAR PRADESH,25.7405325,78.948623
Basobai BO,284303,JHANSI,UTTAR PRADESH,25.7749969,78.9429610999999
Belma Kalan BO,284303,JHANSI,UTTAR PRADESH,25.8183731,78.8977037
Jaunra BO,284303,JHANSI,UTTAR PRADESH,26.4890039,79.5912457
Pali Garh BO,276403,MAU,UTTAR PRADESH,25.9403719,83.4736906
Palia BO,276403,MAU,UTTAR PRADESH,25.9978572,83.4109833999999
Lalitpur BO,275307,MAU,UTTAR PRADESH,26.0676591,83.6561215
Majhwara BO,275307,MAU,UTTAR PRADESH,26.0602448,83.6547918
Makhmelpur BO,275307,MAU,UTTAR PRADESH,26.0901262,83.6820449
Moongmas BO,275307,MAU,UTTAR PRADESH,26.0610525,83.6105803
Mohammadpur Hasanpur BO,276306,MAU,UTTAR PRADESH,26.1899076,83.5740069
Rasoolpur BO,276306,MAU,UTTAR PRADESH,26.1947362,83.6029116
Sikari Kot BO,276306,MAU,UTTAR PRADESH,26.1947362,83.6029116
Bara BO,276405,MAU,UTTAR PRADESH,26.0955379,83.4243305
Bhadir BO,276405,MAU,UTTAR PRADESH,26.0830433,83.4083137
Nagla Bagh Rathaura BO,209652,FARRUKHABAD,UTTAR PRADESH,27.2998591,79.3831599
Nagla Kel Champat BO,209652,FARRUKHABAD,UTTAR PRADESH,27.374949,79.3297501999999
Pakhna BO,209652,FARRUKHABAD,UTTAR PRADESH,27.3241444,79.3212058
Amlaiya Ashanand BO,209745,FARRUKHABAD,UTTAR PRADESH,27.4580382,79.4971032999999
Godhani BO,209727,KANNAUJ,UTTAR PRADESH,27.0514156,79.9136731
Jalalpur Panwara BO,209727,KANNAUJ,UTTAR PRADESH,27.0620556,79.8734386
Jaspura Pur BO,209727,KANNAUJ,UTTAR PRADESH,27.0297688,79.8156667
Ishampur BO,209728,KANNAUJ,UTTAR PRADESH,27.0514156,79.9136731
Sakatpur BO,209728,KANNAUJ,UTTAR PRADESH,26.9109946,79.5462943
Sarai Theku BO,209728,KANNAUJ,UTTAR PRADESH,27.029886,79.5800099
Aseha BO,209729,KANNAUJ,UTTAR PRADESH,27.1269031,79.5940543999999
Pulia BO,284303,JHANSI,UTTAR PRADESH,25.7748041,78.9005332999999
Semri BO,284303,JHANSI,UTTAR PRADESH,25.6471596,78.8828473
Shahjahanpur BO,284303,JHANSI,UTTAR PRADESH,25.7224995,78.9492872
Talaud BO,284303,JHANSI,UTTAR PRADESH,25.7405325,78.948623
Nari BO,284306,JHANSI,UTTAR PRADESH,25.8945608,79.0927483999999
Sandi BO,231213,SONBHADRA,UTTAR PRADESH,24.6951313,83.1930331
Sher Pur BO,231305,MIRZAPUR,UTTAR PRADESH,25.2006242,82.9961833999999
Billi Markundi BO,231219,SONBHADRA,UTTAR PRADESH,24.6210313,83.0421789999999
Panari BO,231219,SONBHADRA,UTTAR PRADESH,24.4263387,82.8425216
Pakarhat BO,231213,SONBHADRA,UTTAR PRADESH,24.7160124,83.2960830999999
Pannuganj BO,231213,SONBHADRA,UTTAR PRADESH,24.6893389,83.0676697
Pauni BO,231213,SONBHADRA,UTTAR PRADESH,24.6124891,83.2934086
Raipur BO,231213,SONBHADRA,UTTAR PRADESH,24.7320941,83.3922927999999
Rampur BO,231213,SONBHADRA,UTTAR PRADESH,24.5481902,83.3094541999999
Jarkhor BO,232102,CHANDAULI,UTTAR PRADESH,25.1661792,83.2305248
Pasahi BO,232102,CHANDAULI,UTTAR PRADESH,25.1468197,83.1622201
Shivpur BO,232102,CHANDAULI,UTTAR PRADESH,25.1740357,83.1447975999999
Bhaisahi BO,232103,CHANDAULI,UTTAR PRADESH,25.1482349,83.2251702
Bhatraul BO,232103,CHANDAULI,UTTAR PRADESH,25.1515584,83.2576258
Gaighat BO,232103,CHANDAULI,UTTAR PRADESH,25.0509777,83.0992091999999
Baundih BO,221603,MAU,UTTAR PRADESH,26.1514312,83.6880257
Fatehpur Talratoy BO,221603,MAU,UTTAR PRADESH,26.1343294,83.7041584999999
Saundih BO,221603,MAU,UTTAR PRADESH,26.1514312,83.6880257
Siddha Ahilashpur BO,221603,MAU,UTTAR PRADESH,26.131787,83.6760635
Belauli BO,221602,MAU,UTTAR PRADESH,26.1304053,83.7796592999999
Halima Bad BO,276403,MAU,UTTAR PRADESH,25.9325415,83.5627198
Surahu Pur BO,276403,MAU,UTTAR PRADESH,25.9978572,83.4109833999999
Raini BO,276403,MAU,UTTAR PRADESH,25.9852563,83.5230122999999
Bibia Jalalpur BO,209729,KANNAUJ,UTTAR PRADESH,27.1615466,79.6366297
Jeramau Alampur BO,209731,KANNAUJ,UTTAR PRADESH,26.9570656,79.8366772
Madhonagar BO,209731,KANNAUJ,UTTAR PRADESH,27.0261491,79.6866933
Salempur BO,209731,KANNAUJ,UTTAR PRADESH,27.0178457,79.6530174
Sataura BO,209731,KANNAUJ,UTTAR PRADESH,27.0159253,79.7455956
Bhadausi BO,209734,KANNAUJ,UTTAR PRADESH,26.9105509,79.9388570999999
Bhojpur BO,209749,FARRUKHABAD,UTTAR PRADESH,27.299248,79.6445964999999
Sitauli BO,209749,FARRUKHABAD,UTTAR PRADESH,27.299248,79.6445964999999
Devaria BO,231305,MIRZAPUR,UTTAR PRADESH,25.1336987,82.5644344
Hariharpur BO,231305,MIRZAPUR,UTTAR PRADESH,25.177769,83.0039075
Pachevara BO,231305,MIRZAPUR,UTTAR PRADESH,25.1636964,82.9457513999999
Rupaudha BO,231305,MIRZAPUR,UTTAR PRADESH,25.1949888,83.0310949
Parsoi BO,231219,SONBHADRA,UTTAR PRADESH,24.3810966,82.8855961
Dohari BO,231215,SONBHADRA,UTTAR PRADESH,24.7218714,82.9407447
Bilandpur BO,212601,FATEHPUR,UTTAR PRADESH,25.9803188,80.6909448
Damapur BO,212601,FATEHPUR,UTTAR PRADESH,25.9407427,80.7131255
Ramwan BO,212601,FATEHPUR,UTTAR PRADESH,25.8736625,80.8349219
Sangaon BO,212601,FATEHPUR,UTTAR PRADESH,25.9744074,80.7927874
Barai BO,209745,FARRUKHABAD,UTTAR PRADESH,27.5066662,79.5069436
Barauli BO,209727,KANNAUJ,UTTAR PRADESH,27.0974501,79.8660836
Ibrahimpur Zagir BO,209727,KANNAUJ,UTTAR PRADESH,27.1223493,79.8884819
Malikapur BO,209727,KANNAUJ,UTTAR PRADESH,26.988872,79.8940806
Tidiyapur BO,209727,KANNAUJ,UTTAR PRADESH,27.0021529,79.8523373
Haseran BO,209728,KANNAUJ,UTTAR PRADESH,26.9251425,79.5800099
Kisai Jagdishpur BO,209728,KANNAUJ,UTTAR PRADESH,27.0901127,79.9458514
Nademau BO,209728,KANNAUJ,UTTAR PRADESH,26.9827237,79.6109049
Chanderpur BO,209729,KANNAUJ,UTTAR PRADESH,27.1092738,79.5782134999999
Khairabad BO,276403,MAU,UTTAR PRADESH,26.0414582,83.3646042
Beragarhiwa BO,212601,FATEHPUR,UTTAR PRADESH,25.9209503,80.7996035
Chahoraghat BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4547186,82.8855961
Neeba BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4547186,82.8855961
Sarawan BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4547186,82.8855961
Bamrauli BO,209731,KANNAUJ,UTTAR PRADESH,27.0708521,79.6077457
Tahpur BO,209731,KANNAUJ,UTTAR PRADESH,26.9879357,79.6722645
Balanpur BO,209732,KANNAUJ,UTTAR PRADESH,26.9258984,79.7483994999999
Behrin BO,209732,KANNAUJ,UTTAR PRADESH,26.9970099,79.8405286
Shajana Hamjapur BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4547186,82.8855961
Majgaon BO,224183,AMBEDKAR NAGAR,UTTAR PRADESH,26.3033808,82.7940297
Bemaval BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4547186,82.8855961
Bidhar BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4909597,82.9839034
Bsaiya Ganga Sagar BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4107692,83.0136454
Lakhmipur BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4547186,82.8855961
Lawaiya Pratappur BO,224183,AMBEDKAR NAGAR,UTTAR PRADESH,26.3033808,82.7940297
Pahargaon BO,284306,JHANSI,UTTAR PRADESH,25.8742276,79.0652118
Ghatwar BO,284403,LALITPUR,UTTAR PRADESH,24.6303901,78.4268757999999
Bamhori Kalan BO,284403,LALITPUR,UTTAR PRADESH,24.623706,78.3785343
Jijyawan BO,284403,LALITPUR,UTTAR PRADESH,24.6442266,78.4922426999999
Birdha BO,284403,LALITPUR,UTTAR PRADESH,24.5395555,78.4822982
Burhwar BO,284403,LALITPUR,UTTAR PRADESH,24.7020598,78.3330156999999
Bhagwanpur BO,230133,JAUNPUR,UTTAR PRADESH,25.5220976,82.5895769999999
Daoni BO,284403,LALITPUR,UTTAR PRADESH,24.6911707,78.4138183
Jamuniya BO,284403,LALITPUR,UTTAR PRADESH,24.5161919,78.3130951
Kachnadakala BO,284403,LALITPUR,UTTAR PRADESH,24.6911707,78.4138183
Kalyanpura BO,284403,LALITPUR,UTTAR PRADESH,24.7134229,78.5547283
Jeeron BO,284403,LALITPUR,UTTAR PRADESH,24.5976373,78.3443972
Ahamdabad BO,207002,ETAH,UTTAR PRADESH,27.5667354,78.6540576
Shahbari BO,230503,PRATAPGARH,UTTAR PRADESH,26.0623108,81.7486198
Atarsand BO,230401,PRATAPGARH,UTTAR PRADESH,26.0550128,82.0897353
Sarai Shankar BO,230401,PRATAPGARH,UTTAR PRADESH,26.0481407,81.9512496
Bedhan Gopalpur BO,230204,PRATAPGARH,UTTAR PRADESH,25.6537973,81.6741153999999
Jamethi BO,230204,PRATAPGARH,UTTAR PRADESH,25.7056745,81.5445586
Khemipur BO,230204,PRATAPGARH,UTTAR PRADESH,25.7390883,81.563756
Laxmaneshwar Nath Dham BO,230204,PRATAPGARH,UTTAR PRADESH,25.7218011,81.4937992999999
Ajhara BO,230132,PRATAPGARH,UTTAR PRADESH,25.9118299,81.6829431
Asrahi BO,230132,PRATAPGARH,UTTAR PRADESH,25.9173176,81.6254283
Sersa BO,284306,JHANSI,UTTAR PRADESH,25.8768747,79.0136474999999
Sesha BO,284306,JHANSI,UTTAR PRADESH,25.8459946,79.077922
Ratausa BO,284205,JHANSI,UTTAR PRADESH,25.2953169,79.0478153999999
Sakrar BO,284205,JHANSI,UTTAR PRADESH,25.3531185,78.8767855
Badokhari BO,284304,JHANSI,UTTAR PRADESH,25.8523382,78.9599346999999
Hanumanganj BO,277001,BALLIA,UTTAR PRADESH,25.8015273,84.1375772
Idilpur BO,230132,PRATAPGARH,UTTAR PRADESH,25.9173176,81.6254283
Jasmarha BO,230132,PRATAPGARH,UTTAR PRADESH,25.9173176,81.6254283
Kumbhapur BO,230132,PRATAPGARH,UTTAR PRADESH,26.0077504,81.6925246
Rampur Baoli BO,230132,PRATAPGARH,UTTAR PRADESH,25.8811322,81.4581101
Barachha BO,230403,PRATAPGARH,UTTAR PRADESH,25.9753894,82.0298154
Hanumanganj BO,230403,PRATAPGARH,UTTAR PRADESH,25.9753894,82.0298154
Salhipur BO,230403,PRATAPGARH,UTTAR PRADESH,26.016103,82.0761215
Balikaranganj BO,230402,PRATAPGARH,UTTAR PRADESH,25.7888727,81.8442934
Hainshi Parji BO,230402,PRATAPGARH,UTTAR PRADESH,25.7740268,81.8545367999999
Katra Gulab Singh BO,230402,PRATAPGARH,UTTAR PRADESH,25.9168862,81.8604986
Sarai Nahar Rai BO,230402,PRATAPGARH,UTTAR PRADESH,25.8089711,81.8360977
Pure Dhana BO,230134,PRATAPGARH,UTTAR PRADESH,25.9292929,82.1264794
Bahuta BO,230135,PRATAPGARH,UTTAR PRADESH,25.8813364,82.2286879999999
Belarampur BO,230135,PRATAPGARH,UTTAR PRADESH,25.9882624,82.2121421
Pandri Mustarka BO,230135,PRATAPGARH,UTTAR PRADESH,25.949056,82.1931149
Gadamar Kuurd BO,271825,BAHRAICH,UTTAR PRADESH,27.5397078,81.3990487
Newada BO,271825,BAHRAICH,UTTAR PRADESH,27.6114124,81.4992884
Pipri BO,271825,BAHRAICH,UTTAR PRADESH,27.500397,81.3640022
Banarsi BO,212601,FATEHPUR,UTTAR PRADESH,25.8889786,80.6826253999999
Churiyani BO,212601,FATEHPUR,UTTAR PRADESH,25.8473838,80.7694855
Burhwan BO,212631,FATEHPUR,UTTAR PRADESH,26.0369264,80.360993
Bisunpura BO,276405,AZAMGARH,UTTAR PRADESH,26.0684589,83.4109833999999
Gonghat BO,276306,GORAKHPUR,UTTAR PRADESH,26.2661901,83.6394983
Shahganj BO,231215,SONBHADRA,UTTAR PRADESH,24.7018356,82.9541887
Majhidand BO,231213,SONBHADRA,UTTAR PRADESH,24.6124891,83.2934086
Padarikala BO,231213,SONBHADRA,UTTAR PRADESH,24.6124891,83.2934086
Retikala BO,231213,SONBHADRA,UTTAR PRADESH,24.6124891,83.2934086
Shivpur BO,231213,SONBHADRA,UTTAR PRADESH,24.7087612,83.2332019999999
Muriyar BO,233304,GHAZIPUR,UTTAR PRADESH,25.5793241,83.2720082
Kharwadih BO,275205,GHAZIPUR,UTTAR PRADESH,25.6671701,83.3896221999999
Manihari BO,275205,GHAZIPUR,UTTAR PRADESH,25.6160018,83.3655823
Yuvrajpur BO,232332,GHAZIPUR,UTTAR PRADESH,25.5824138,83.6495431
Mahpur BO,233304,GHAZIPUR,UTTAR PRADESH,25.6030699,83.2439093999999
Gorsara BO,232333,GHAZIPUR,UTTAR PRADESH,25.4334732,83.7398352
Surhurpur BO,275205,GHAZIPUR,UTTAR PRADESH,25.6690154,83.8890433
Bhikhichaura BO,232332,GHAZIPUR,UTTAR PRADESH,25.5842159,83.6454830999999
Patkaniya BO,232332,GHAZIPUR,UTTAR PRADESH,25.5781699,83.6760635
Pure Ojha BO,230002,PRATAPGARH,UTTAR PRADESH,25.9113512,81.9603004
Ramganj Bazar BO,230121,PRATAPGARH,UTTAR PRADESH,26.0180507,82.3414054
Bansi BO,230304,PRATAPGARH,UTTAR PRADESH,26.008538,81.9657549
Lachchhipur BO,230304,PRATAPGARH,UTTAR PRADESH,25.8160954,82.0706752999999
Sipah Maheri BO,230304,PRATAPGARH,UTTAR PRADESH,25.8409836,81.9889323
Bahuchara BO,230137,PRATAPGARH,UTTAR PRADESH,25.9424725,81.8866233
Tejgarh BO,230137,PRATAPGARH,UTTAR PRADESH,25.9898563,81.8544644999999
Labeda BO,230138,PRATAPGARH,UTTAR PRADESH,25.9987926,82.2990583999999
Ami BO,230139,PRATAPGARH,UTTAR PRADESH,26.047044,81.6363868999999
Benimadho Nagar BO,230139,PRATAPGARH,UTTAR PRADESH,26.047044,81.6363868999999
Dhangarh BO,230141,PRATAPGARH,UTTAR PRADESH,25.8197967,81.5130095
Kamapatti BO,230141,PRATAPGARH,UTTAR PRADESH,25.9114431,81.4745841
Jogipur BO,230142,PRATAPGARH,UTTAR PRADESH,25.9471223,82.1033463999999
Sarai Bhimsen BO,230142,PRATAPGARH,UTTAR PRADESH,25.914575,82.1394033999999
Bhikhnapur BO,230404,PRATAPGARH,UTTAR PRADESH,25.7813942,81.9207423
