OfficeName,Pincode,District,StateName,Lat_GMAP,Long_GMAP
Shodalpur B.O,461228,HARDA,MADHYA PRADESH,22.3223992,77.22614519999999
Tajpur B.O,461228,HARDA,MADHYA PRADESH,22.0256519,77.2864879
Temagaon B.O,461228,HARDA,MADHYA PRADESH,22.2983728,77.3181255
Janpur Bavdiya B.O,466001,SEHORE,MADHYA PRADESH,23.2032399,77.0844044
Sehore Rak B.O,466001,SEHORE,MADHYA PRADESH,23.2032399,77.0844044
Mahodiya B.O,466001,SEHORE,MADHYA PRADESH,23.2023147,77.004626
Hasnabad B.O,466001,SEHORE,MADHYA PRADESH,23.1496027,77.0737149
Nipaniya B.O,466001,SEHORE,MADHYA PRADESH,23.2032399,77.0844044
Chandbad  Jageer B.O,466665,SEHORE,MADHYA PRADESH,23.590978,77.1573197
Muskara B.O,466113,SEHORE,MADHYA PRADESH,23.1758241,76.9326167
Alipur Ashta B.O,466116,SEHORE,MADHYA PRADESH,23.0294859,76.71649099999999
Dupadiya B.O,466116,SEHORE,MADHYA PRADESH,23.0747748,76.7394237
Khadi B.O,466116,SEHORE,MADHYA PRADESH,23.0542282,76.6354952
Kurawar B.O,466116,SEHORE,MADHYA PRADESH,22.9671828,76.7798172
Lasudliya Vijaysinh,466116,SEHORE,MADHYA PRADESH,22.9671828,76.7798172
Jontala B.O,466448,SEHORE,MADHYA PRADESH,22.8712398,77.99099489999999
Kulaskalan B.O,466111,SEHORE,MADHYA PRADESH,23.1749106,77.20314929999999
Khaikheda B.O,466661,SEHORE,MADHYA PRADESH,23.4568749,77.1830243
Paatan B.O,466661,SEHORE,MADHYA PRADESH,23.3864054,77.2146478
Deevadia B.O,466115,SEHORE,MADHYA PRADESH,22.9902863,77.0564464
Guradi B.O,466115,SEHORE,MADHYA PRADESH,22.9177184,77.1341351
Narsinghkheda B.O,466115,SEHORE,MADHYA PRADESH,23.1039684,76.94702199999999
Arniyagaji B.O,466221,SEHORE,MADHYA PRADESH,23.0365989,76.5661622
Kajlaas B.O,466221,SEHORE,MADHYA PRADESH,23.0673116,76.48233499999999
Borkheda B.O,466114,SEHORE,MADHYA PRADESH,23.0859983,76.8028933
Nipaniakalan B.O,466114,SEHORE,MADHYA PRADESH,23.1361378,76.7740475
Sewda B.O,466125,SEHORE,MADHYA PRADESH,23.1209453,76.6643728
Guradiyavarma B.O,466118,SEHORE,MADHYA PRADESH,22.9031635,76.5083562
Borkheda B.O,466331,SEHORE,MADHYA PRADESH,22.6713643,77.2347674
Chhitgaonmoji B.O,466331,SEHORE,MADHYA PRADESH,22.818139,77.2405153
Dimawar B.O,466331,SEHORE,MADHYA PRADESH,22.58599,77.3381855
Kurinayapura B.O,466331,SEHORE,MADHYA PRADESH,22.8151076,77.1312586
Ladkui B.O,466331,SEHORE,MADHYA PRADESH,22.8108904,77.2232709
Rithwad B.O,466331,SEHORE,MADHYA PRADESH,22.818139,77.2405153
Sonthiya B.O,466331,SEHORE,MADHYA PRADESH,22.6597365,77.2721234
Chakaldi B.O,466446,SEHORE,MADHYA PRADESH,22.7877983,77.3726379
Manjharkui B.O,466446,SEHORE,MADHYA PRADESH,22.7392239,77.4242972
Salkanpur B.O,466446,SEHORE,MADHYA PRADESH,22.7464773,77.4788014
Baneta B.O,466554,SEHORE,MADHYA PRADESH,22.867543,77.8281514
Nipania B.O,455001,DEWAS,MADHYA PRADESH,23.0179159,76.05369569999999
Kot Bhidota B.O,454001,DHAR,MADHYA PRADESH,22.676725,75.407653
Ahoo B.O,454001,DHAR,MADHYA PRADESH,22.6012922,75.3024655
Gorba B.O,455116,DEWAS,MADHYA PRADESH,23.1354941,76.29425069999999
Jamoniya B.O,455116,DEWAS,MADHYA PRADESH,23.2022184,76.32320419999999
Jiyajigarh B.O,455116,DEWAS,MADHYA PRADESH,23.1129316,76.36951669999999
Lasudia Kulmi B.O,455116,DEWAS,MADHYA PRADESH,23.2114302,76.2623945
Badhrentha B.O,476229,MORENA,MADHYA PRADESH,26.2873926,77.4242972
Radep B.O,476339,SHEOPUR,MADHYA PRADESH,25.5376643,76.7423094
Gouraha B.O,483775,KATNI,MADHYA PRADESH,23.9301842,80.6548882
Kua B.O,483225,JABALPUR,MADHYA PRADESH,23.5198586,80.1205256
Lamkana B.O,483225,JABALPUR,MADHYA PRADESH,23.4743266,80.04161640000001
Makura B.O,483225,JABALPUR,MADHYA PRADESH,23.4183821,80.1456496
Ponda B.O,483225,JABALPUR,MADHYA PRADESH,23.5051243,80.0283415
Talad B.O,483225,KATNI,MADHYA PRADESH,23.5352838,80.0395205
Umaria Jujhari B.O,483225,JABALPUR,MADHYA PRADESH,23.2009991,80.0618743
Chhapra B.O,483440,KATNI,MADHYA PRADESH,23.622581,80.254435
Deorimawai B.O,483440,KATNI,MADHYA PRADESH,23.622581,80.254435
Dheemarkheda B.O,483332,KATNI,MADHYA PRADESH,23.4706507,80.3804792
Dhoreshar B.O,483332,KATNI,MADHYA PRADESH,23.442395,80.38813329999999
Khalari B.O,483332,KATNI,MADHYA PRADESH,23.5435465,80.2153998
Murwari B.O,483332,KATNI,MADHYA PRADESH,23.4472621,80.33593259999999
Pondi Kala (B) B.O,483332,KATNI,MADHYA PRADESH,23.4706507,80.3804792
Sagona B.O,483332,KATNI,MADHYA PRADESH,23.442395,80.38813329999999
Kanchanpur B.O,486441,REWA,MADHYA PRADESH,24.9954417,81.3866812
Kandaila B.O,486441,REWA,MADHYA PRADESH,24.6727738,81.4362044
Nadna B.O,486441,REWA,MADHYA PRADESH,24.7312115,81.4498717
Palhan B.O,486441,REWA,MADHYA PRADESH,24.7550369,81.40317069999999
Sansarpur B.O,486441,REWA,MADHYA PRADESH,24.7400619,81.47595679999999
Bahuribandh B.O,486446,REWA,MADHYA PRADESH,24.6088481,81.2684019
Birkham B.O,486446,REWA,MADHYA PRADESH,24.6723001,81.2267545
Hardi Saon B.O,486446,REWA,MADHYA PRADESH,24.6546778,81.2463763
Rahat B.O,486446,REWA,MADHYA PRADESH,24.640968,81.2133262
Rupauli B.O,486446,REWA,MADHYA PRADESH,24.6849014,81.1843957
Atraila B.O,486226,REWA,MADHYA PRADESH,24.9945639,81.7869042
Dhakhara B.O,486226,REWA,MADHYA PRADESH,24.9417701,81.84429340000001
Padri B.O,486226,REWA,MADHYA PRADESH,24.960133,81.8033057
Raipur Sonauri B.O,486226,REWA,MADHYA PRADESH,24.909198,81.84619099999999
Mukki B.O,481111,BALAGHAT,MADHYA PRADESH,22.1518475,80.6722251
Dhansua B.O,481102,BALAGHAT,MADHYA PRADESH,21.8532604,80.26697159999999
Bakal B.O,481051,BALAGHAT,MADHYA PRADESH,22.0580033,80.7740912
Bijatola B.O,481051,BALAGHAT,MADHYA PRADESH,21.9305624,80.7657804
Ramrama B.O,481332,BALAGHAT,MADHYA PRADESH,21.8487924,79.9276651
Saongi R.S. B.O,481332,BALAGHAT,MADHYA PRADESH,21.7969,79.99784
Sirpur B.O,481332,BALAGHAT,MADHYA PRADESH,21.7985375,79.8772834
Singhniwas B.O,473551,SHIVPURI,MADHYA PRADESH,25.4320478,77.66438149999999
Raishree B.O,473551,SHIVPURI,MADHYA PRADESH,25.3673088,77.6135158
Pondi B.O,481117,BALAGHAT,MADHYA PRADESH,22.2190428,80.8543847
Sijhora B.O,481117,BALAGHAT,MADHYA PRADESH,22.2112302,80.7685508
Khara B.O,481226,BALAGHAT,MADHYA PRADESH,21.665467,80.2126109
Mauda B.O,481226,BALAGHAT,MADHYA PRADESH,21.6576142,80.27951949999999
Mohgaon khurd B.O,481226,BALAGHAT,MADHYA PRADESH,21.7264356,80.3463754
Newargaon Kala B.O,481226,BALAGHAT,MADHYA PRADESH,21.6608868,80.2349196
Devalgaon B.O,481224,BALAGHAT,MADHYA PRADESH,21.4294356,80.4660256
Kulpa B.O,481224,BALAGHAT,MADHYA PRADESH,21.3852598,80.4159603
Kumharikala B.O,481224,BALAGHAT,MADHYA PRADESH,21.4294356,80.4660256
Miriya B.O,481224,BALAGHAT,MADHYA PRADESH,21.4151569,80.47436689999999
Mohgaon Dhapera B.O,481001,BALAGHAT,MADHYA PRADESH,21.8956317,80.1418315
Amgaon B.O,481111,BALAGHAT,MADHYA PRADESH,22.05968,80.5966093
Kalegaon B.O,481111,BALAGHAT,MADHYA PRADESH,22.2273194,80.5355107
Khurmundi B.O,481111,BALAGHAT,MADHYA PRADESH,22.1237354,80.4799273
Ameda B.O,481102,BALAGHAT,MADHYA PRADESH,21.8149272,80.2460718
Chalisbodi B.O,481102,BALAGHAT,MADHYA PRADESH,21.841157,80.3909164
Damoh B.O,481051,BALAGHAT,MADHYA PRADESH,21.8907778,80.7934798
Kachnari B.O,481051,BALAGHAT,MADHYA PRADESH,21.7953341,80.82947469999999
Saletekari B.O,481051,BALAGHAT,MADHYA PRADESH,21.7808684,80.8094035
Agri B.O,481332,BALAGHAT,MADHYA PRADESH,21.7756479,79.8884819
Katanjhari B.O,481332,BALAGHAT,MADHYA PRADESH,21.8584931,79.9416549
Jaitpuri B.O,481117,BALAGHAT,MADHYA PRADESH,22.2467122,80.8737539
Pandutala B.O,481117,BALAGHAT,MADHYA PRADESH,22.364493,80.8156324
Chikhla B.O,481226,BALAGHAT,MADHYA PRADESH,21.7185571,80.2126109
Kariadand B.O,481226,BALAGHAT,MADHYA PRADESH,21.7516656,80.3742163
Seoni Sarad B.O,481226,BALAGHAT,MADHYA PRADESH,21.6746576,80.2683718
Manegaon B.O,481445,BALAGHAT,MADHYA PRADESH,21.7378672,79.754007
Tumsar B.O,481445,BALAGHAT,MADHYA PRADESH,21.7090884,79.8604831
Bhandarbodi B.O,481337,BALAGHAT,MADHYA PRADESH,21.596677,79.9031607
Kachekhani B.O,481337,BALAGHAT,MADHYA PRADESH,21.6032388,79.9019205
Filozpura B.O,476339,SHEOPUR,MADHYA PRADESH,25.477434,76.6874701
Premsar B.O,476337,SHEOPUR,MADHYA PRADESH,25.6683899,76.55460310000001
Soi Kalan B.O,476337,SHEOPUR,MADHYA PRADESH,25.7572333,76.6672602
Nagda B.O,476337,SHEOPUR,MADHYA PRADESH,25.6875285,76.6354952
Dantarda Kalan B.O,476337,SHEOPUR,MADHYA PRADESH,25.8351959,76.6008334
Gurunawda B.O,476337,SHEOPUR,MADHYA PRADESH,25.776788,76.69035699999999
Guna B.O,472221,TIKAMGARH,MADHYA PRADESH,24.8747281,79.1435645
Gurha B.O,472221,TIKAMGARH,MADHYA PRADESH,25.0278532,79.1548533
Pali B.O,472221,TIKAMGARH,MADHYA PRADESH,24.9446838,79.13433409999999
Para B.O,472221,TIKAMGARH,MADHYA PRADESH,25.0869074,79.281759
Bahadurpur B.O,472001,TIKAMGARH,MADHYA PRADESH,24.723414,78.9387241
Kohat B.O,480331,CHHINDWARA,MADHYA PRADESH,21.9643758,78.6795836
Borgaon Sausar B.O,480106,CHHINDWARA,MADHYA PRADESH,21.5506365,78.8144974
Jamsaoli B.O,480106,CHHINDWARA,MADHYA PRADESH,21.7135223,78.792953
Ranpeth B.O,480106,CHHINDWARA,MADHYA PRADESH,21.7080286,78.7986181
Anjangaon B.O,480337,CHHINDWARA,MADHYA PRADESH,21.5442868,78.72494689999999
Ghoghari Sahani B.O,480337,CHHINDWARA,MADHYA PRADESH,21.5442868,78.72494689999999
Banka Mukasa B.O,480223,CHHINDWARA,MADHYA PRADESH,22.1938762,79.0249516
Chania Kalan B.O,480223,CHHINDWARA,MADHYA PRADESH,22.1804306,79.08710049999999
Delakhari B.O,480559,CHHINDWARA,MADHYA PRADESH,22.4226751,78.6157565
Jamuniya Tamia B.O,480559,CHHINDWARA,MADHYA PRADESH,22.3442229,78.6696576
Mahuljhir B.O,480559,CHHINDWARA,MADHYA PRADESH,22.6089982,78.5717631
Bangaon Teegaon B.O,480338,CHHINDWARA,MADHYA PRADESH,21.6440721,78.4574329
Etawa Teegaon B.O,480338,CHHINDWARA,MADHYA PRADESH,21.6440721,78.4574329
Pipalpani B.O,480338,CHHINDWARA,MADHYA PRADESH,21.6194929,78.4524591
Sarangbihri B.O,480107,CHHINDWARA,MADHYA PRADESH,21.8736589,78.9474367
Turkikhapa B.O,480107,CHHINDWARA,MADHYA PRADESH,21.8817219,78.92104499999999
Sillewani B.O,480107,CHHINDWARA,MADHYA PRADESH,21.8161753,78.83260159999999
Linga B.O,480001,CHHINDWARA,MADHYA PRADESH,21.9677658,78.93236
Hirawadi B.O,460663,CHHINDWARA,MADHYA PRADESH,21.9442491,78.51780959999999
Umaria Isra B.O,480001,CHHINDWARA,MADHYA PRADESH,22.0423644,79.0899245
Mankadehi B.O,480001,CHHINDWARA,MADHYA PRADESH,22.0615668,78.8099472
Partala B.O,480001,CHHINDWARA,MADHYA PRADESH,22.0709132,78.9033627
Markahandi B.O,480001,CHHINDWARA,MADHYA PRADESH,22.049063,79.180397
Nonia Karbal B.O,480001,CHHINDWARA,MADHYA PRADESH,22.0603838,78.9205509
Paladone B.O,480001,CHHINDWARA,MADHYA PRADESH,22.057437,78.9381729
Dhasanwara B.O,480221,CHHINDWARA,MADHYA PRADESH,22.3546241,79.25019309999999
Jungawani B.O,480221,CHHINDWARA,MADHYA PRADESH,22.3778439,79.151028
Saliwara Sharda B.O,480221,CHHINDWARA,MADHYA PRADESH,22.3307391,79.2225576
Khairi B.O,481337,BALAGHAT,MADHYA PRADESH,21.568875,79.97801779999999
Saori B.O,481337,BALAGHAT,MADHYA PRADESH,21.5727951,79.8968798
Kandrikala B.O,481115,BALAGHAT,MADHYA PRADESH,21.5479219,80.37143259999999
Laweri B.O,481115,BALAGHAT,MADHYA PRADESH,21.6373189,80.36760490000002
Pala B.O,481115,BALAGHAT,MADHYA PRADESH,21.6605531,80.3296664
Temni B.O,481115,BALAGHAT,MADHYA PRADESH,21.5544095,80.4653589
Jam B.O,481441,BALAGHAT,MADHYA PRADESH,22.0102898,80.0618743
Khari B.O,481441,BALAGHAT,MADHYA PRADESH,21.9110601,80.0786359
Nagpura B.O,481441,BALAGHAT,MADHYA PRADESH,21.9662883,80.0171609
Ghunadi B.O,481551,BALAGHAT,MADHYA PRADESH,22.1885546,80.0842224
Nagarwada R.S. B.O,481551,BALAGHAT,MADHYA PRADESH,22.2142322,80.1190458
Bolegaon B.O,481222,BALAGHAT,MADHYA PRADESH,21.52945,80.4604643
Maneri B.O,481222,BALAGHAT,MADHYA PRADESH,21.4381887,80.51606079999999
Pathargaon B.O,481222,BALAGHAT,MADHYA PRADESH,21.4826908,80.4619268
Gudma B.O,481116,BALAGHAT,MADHYA PRADESH,22.097173,80.7879407
Janpur B.O,481116,BALAGHAT,MADHYA PRADESH,22.0952468,80.7020359
Karhu B.O,481116,BALAGHAT,MADHYA PRADESH,22.097173,80.7879407
Bhikewada B.O,481556,BALAGHAT,MADHYA PRADESH,22.213842,80.3073826
Dongariya B.O,481556,BALAGHAT,MADHYA PRADESH,22.1903569,80.26001
Kurenda B.O,481556,BALAGHAT,MADHYA PRADESH,22.1610784,80.3129541
Khaira B.O,486441,REWA,MADHYA PRADESH,24.7637605,81.45261789999999
Amwa B.O,486446,REWA,MADHYA PRADESH,24.5925222,81.2659925
Khadda B.O,486446,REWA,MADHYA PRADESH,24.6572426,81.2904211
Badagaon B.O,486226,REWA,MADHYA PRADESH,24.949336,81.7677645
Majhigawan B.O,486226,REWA,MADHYA PRADESH,24.9516524,81.8634132
Padlyamatatji B.O,465697,RAJGARH,MADHYA PRADESH,23.6225971,76.5257007
Tikod B.O,465697,RAJGARH,MADHYA PRADESH,23.5540751,76.63874419999999
Amlaar B.O,465680,RAJGARH,MADHYA PRADESH,23.5202112,76.7010392
Bailas B.O,465677,RAJGARH,MADHYA PRADESH,24.0441353,77.0794705
Barbakhurram B.O,465680,RAJGARH,MADHYA PRADESH,23.5533064,76.8028933
Seenkaturkipura B.O,465680,RAJGARH,MADHYA PRADESH,23.5533064,76.8028933
Kharpa B.O,465691,RAJGARH,MADHYA PRADESH,24.0417818,76.32320419999999
Paroliya B.O,465691,RAJGARH,MADHYA PRADESH,24.0525936,76.3909291
Pipliyakalan B.O,465691,RAJGARH,MADHYA PRADESH,23.9834312,76.3868797
Tamoliya B.O,465691,RAJGARH,MADHYA PRADESH,23.9744292,76.383986
Gindorhaat B.O,465677,RAJGARH,MADHYA PRADESH,24.0441353,77.0794705
Haasrod B.O,465677,RAJGARH,MADHYA PRADESH,24.0441353,77.0794705
Mau B.O,465677,RAJGARH,MADHYA PRADESH,24.0441353,77.0794705
Naahli B.O,465680,RAJGARH,MADHYA PRADESH,23.5533064,76.8028933
Gagorani B.O,465691,RAJGARH,MADHYA PRADESH,23.9834312,76.3868797
Jhaadmau B.O,465691,RAJGARH,MADHYA PRADESH,23.9325923,76.3724106
Bagda Tawa B.O,461111,HOSHANGABAD,MADHYA PRADESH,22.4179772,77.8138553
Ghatli B.O,461111,HOSHANGABAD,MADHYA PRADESH,22.5902739,77.8052767
Managaon B.O,461111,HOSHANGABAD,MADHYA PRADESH,22.6267822,77.9767202
Sukhtawa B.O,461111,HOSHANGABAD,MADHYA PRADESH,22.4060934,77.8346761
Charuwa B.O,461441,HARDA,MADHYA PRADESH,22.1110535,76.9081238
Chokwdi B.O,461441,HARDA,MADHYA PRADESH,22.1151998,76.9412601
Dhanwara B.O,461441,HARDA,MADHYA PRADESH,22.1151998,76.9412601
Sohagi B.O,486226,REWA,MADHYA PRADESH,24.9818039,81.6897872
Umari Govindpur B.O,486226,REWA,MADHYA PRADESH,24.9417701,81.84429340000001
Khaira B.O,486006,REWA,MADHYA PRADESH,24.473912,81.2270988
Rausar B.O,486006,REWA,MADHYA PRADESH,24.4944623,81.27665979999999
Tamarabasi B.O,486006,REWA,MADHYA PRADESH,24.4953316,81.2408689
Akauri B.O,486556,REWA,MADHYA PRADESH,24.9661756,81.54318719999999
Ghooman B.O,486556,REWA,MADHYA PRADESH,25.1096926,81.37843509999999
Kotwa B.O,486556,REWA,MADHYA PRADESH,24.9491155,81.37431169999999
Panwar B.O,486556,REWA,MADHYA PRADESH,25.0532138,81.3179364
Dhangan B.O,486341,REWA,MADHYA PRADESH,24.6467382,81.7294702
Roshna B.O,481001,BALAGHAT,MADHYA PRADESH,21.9105477,80.1679758
Mandla B.O,461441,HARDA,MADHYA PRADESH,22.2213965,76.94453229999999
Darshni B.O,483225,JABALPUR,MADHYA PRADESH,23.498265,80.0590804
Nimas B.O,483225,JABALPUR,MADHYA PRADESH,23.6030919,80.1791368
Gangai Bijori B.O,482003,JABALPUR,MADHYA PRADESH,23.0792425,79.7259658
Ghat Piparia B.O,482003,JABALPUR,MADHYA PRADESH,23.0320791,79.8156667
Lamheta Ghat B.O,482003,JABALPUR,MADHYA PRADESH,23.1117692,79.8356268
Nichi B.O,482003,JABALPUR,MADHYA PRADESH,23.1837261,79.79324989999999
Agasaud B.O,482002,JABALPUR,MADHYA PRADESH,23.2103329,79.8856824
Bhatlo B.O,486550,REWA,MADHYA PRADESH,24.4700153,81.31243409999999
Dihiya B.O,486550,REWA,MADHYA PRADESH,24.4492338,81.30968279999999
Lalitpur B.O,486550,SATNA,MADHYA PRADESH,24.9276938,80.51606079999999
Madwa B.O,486550,REWA,MADHYA PRADESH,24.3912533,81.326189
Supiya B.O,486550,REWA,MADHYA PRADESH,24.4279112,81.4004227
Tikar B.O,486550,REWA,MADHYA PRADESH,24.4266576,81.37843509999999
Hardi B.O,486553,REWA,MADHYA PRADESH,24.4709886,81.4804348
Jaldar B.O,486553,REWA,MADHYA PRADESH,24.5181595,81.5898016
Karaundi B.O,486553,REWA,MADHYA PRADESH,24.4738388,81.45673710000001
Khajuha Kala B.O,486553,REWA,MADHYA PRADESH,24.4907729,81.4032921
Pantibadi B.O,486553,REWA,MADHYA PRADESH,24.4580458,81.44868819999999
Rithi B.O,486553,REWA,MADHYA PRADESH,24.6448459,81.7889546
Lasa B.O,486335,REWA,MADHYA PRADESH,24.7139738,82.1863182
Majhgawan B.O,486335,REWA,MADHYA PRADESH,24.7200894,82.10606829999999
Archha B.O,482002,JABALPUR,MADHYA PRADESH,23.1921654,79.8324755
Belkhadu B.O,482002,JABALPUR,MADHYA PRADESH,23.2223657,79.8884424
Boria B.O,483105,JABALPUR,MADHYA PRADESH,23.3400888,79.8436796
Murrai B.O,483105,JABALPUR,MADHYA PRADESH,23.3778064,79.8352767
Badkhera B.O,483110,JABALPUR,MADHYA PRADESH,23.1616094,80.27951949999999
Chaurai Kala B.O,483110,JABALPUR,MADHYA PRADESH,23.181467,79.9864071
Dadargawan B.O,483110,JABALPUR,MADHYA PRADESH,23.181024,80.2126109
Khirhani B.O,483220,JABALPUR,MADHYA PRADESH,23.0857413,79.94025599999999
Singod B.O,483220,JABALPUR,MADHYA PRADESH,23.3307586,79.9724245
Urdua Kala B.O,483220,JABALPUR,MADHYA PRADESH,23.181467,79.9864071
Khairi B.O,483113,JABALPUR,MADHYA PRADESH,23.2580634,79.7596142
Konikala B.O,483113,JABALPUR,MADHYA PRADESH,23.3053327,79.7175517
Kymori B.O,483113,JABALPUR,MADHYA PRADESH,23.3850745,79.7441936
Nunsar B.O,483113,JABALPUR,MADHYA PRADESH,23.2385192,79.79794989999999
Barbati B.O,482021,JABALPUR,MADHYA PRADESH,23.1155796,79.4310052
Gauraiyaghat B.O,482021,JABALPUR,MADHYA PRADESH,23.1646855,79.54910439999999
Kailwas B.O,482021,JABALPUR,MADHYA PRADESH,23.1646855,79.54910439999999
Khamaria Neemkheda B.O,482021,JABALPUR,MADHYA PRADESH,23.1261068,79.58843689999999
Pindrai Barha B.O,482021,JABALPUR,MADHYA PRADESH,23.1556466,79.612309
Gadar Pipariya B.O,483119,JABALPUR,MADHYA PRADESH,23.1835574,79.7455956
Gubra Kala B.O,483119,JABALPUR,MADHYA PRADESH,23.1611066,79.67266320000002
Magarmuha B.O,483119,JABALPUR,MADHYA PRADESH,23.1611066,79.67266320000002
Mankedi B.O,483119,JABALPUR,MADHYA PRADESH,23.1826205,79.52029660000001
Gwarighat B.O,482008,JABALPUR,MADHYA PRADESH,23.1099687,79.9276651
Perfect Pottories B.O,482008,JABALPUR,MADHYA PRADESH,23.1237957,79.9136731
Basadi B.O,483501,KATNI,MADHYA PRADESH,23.8193197,80.62436629999999
Kuthla B.O,483501,KATNI,MADHYA PRADESH,23.8620621,80.3867417
Nigehra B.O,483501,KATNI,MADHYA PRADESH,23.841192,80.5966093
Bhainswahi B.O,483501,KATNI,MADHYA PRADESH,23.9150723,80.5049445
Jhinjhari B.O,483501,KATNI,MADHYA PRADESH,23.7376209,80.541067
Katni Rubber B.O,483501,KATNI,MADHYA PRADESH,23.8343441,80.38938139999999
Tilgawan B.O,483501,KATNI,MADHYA PRADESH,23.8255712,80.2516473
Gulwara B.O,483501,KATNI,MADHYA PRADESH,23.798641,80.3380213
Khamtara Paharua B.O,483773,KATNI,MADHYA PRADESH,23.5511341,80.52717559999999
Parsel B.O,483773,KATNI,MADHYA PRADESH,23.6154876,80.6160402
Rohniya B.O,483773,KATNI,MADHYA PRADESH,23.9607196,80.62436629999999
Baba Ki Barauli B.O,486223,REWA,MADHYA PRADESH,25.0118125,81.48781249999999
Bhanigawan B.O,486223,REWA,MADHYA PRADESH,24.9022884,81.455364
Bhungawan B.O,486223,REWA,MADHYA PRADESH,24.969244,81.49379929999999
Champagarh B.O,486223,REWA,MADHYA PRADESH,25.0292397,81.4114142
Khajha B.O,486223,REWA,MADHYA PRADESH,25.0627153,81.4306454
Patiyari B.O,486223,REWA,MADHYA PRADESH,24.969244,81.49379929999999
Sitlaha B.O,486223,REWA,MADHYA PRADESH,24.969244,81.49379929999999
Bholgarh B.O,486450,REWA,MADHYA PRADESH,24.5287937,81.1957939
Mourgarhi B.O,461441,HARDA,MADHYA PRADESH,22.1151998,76.9412601
Ramtek B.O,461441,HARDA,MADHYA PRADESH,22.1151998,76.9412601
Somgaonkala B.O,461441,HARDA,MADHYA PRADESH,22.1151998,76.9412601
Jamani B.O,461115,HOSHANGABAD,MADHYA PRADESH,22.5381542,77.708722
Khaparkheda B.O,461775,HOSHANGABAD,MADHYA PRADESH,22.7902009,78.3532882
Mokhalwara B.O,461775,HOSHANGABAD,MADHYA PRADESH,22.7438744,78.4069732
Taronkala B.O,461775,HOSHANGABAD,MADHYA PRADESH,22.6973576,78.33301569999999
Pamli B.O,461668,HOSHANGABAD,MADHYA PRADESH,22.6921762,78.1051246
Sangakhedakhurd B.O,461668,HOSHANGABAD,MADHYA PRADESH,22.7934677,78.048075
Bhainsadeh B.O,461223,HOSHANGABAD,MADHYA PRADESH,22.5395783,77.3388168
Luchgaon B.O,461223,HOSHANGABAD,MADHYA PRADESH,22.5804832,77.2692503
Nandarwada B.O,461223,HOSHANGABAD,MADHYA PRADESH,22.4504785,77.58341039999999
Shobhapur B.O,461771,HOSHANGABAD,MADHYA PRADESH,22.7729128,78.26327669999999
Bichhapur B.O,461228,HARDA,MADHYA PRADESH,22.4516963,77.2692503
Chhepaner B.O,461228,HARDA,MADHYA PRADESH,22.0256519,77.2864879
Jhardpa B.O,461228,HARDA,MADHYA PRADESH,22.0256519,77.2864879
Magardha B.O,461228,HARDA,MADHYA PRADESH,22.1510973,77.1607391
Nosar B.O,461228,HARDA,MADHYA PRADESH,22.0256519,77.2864879
Pokhrani B.O,461228,HARDA,MADHYA PRADESH,22.4155993,77.2203966
Pilikarar B.O,466445,SEHORE,MADHYA PRADESH,22.7735286,77.6364299
Pindra B.O,485331,SATNA,MADHYA PRADESH,24.9811054,80.80455680000001
Bathia B.O,485774,SATNA,MADHYA PRADESH,24.2735,80.8765205
Bhenda B.O,485774,SATNA,MADHYA PRADESH,24.2735,80.8765205
Narwarkala B.O,485774,SATNA,MADHYA PRADESH,24.2735,80.8765205
Amdarikala B.O,485446,SATNA,MADHYA PRADESH,24.5618776,80.5882803
Ginjara B.O,485446,SATNA,MADHYA PRADESH,24.6511493,80.6049374
Babupur B.O,485881,SATNA,MADHYA PRADESH,24.1801094,81.03958209999999
Barakhurd B.O,485881,SATNA,MADHYA PRADESH,24.1797795,80.93459779999999
Ganjas B.O,485881,SATNA,MADHYA PRADESH,24.1967848,81.1271977
Gorhai B.O,485881,SATNA,MADHYA PRADESH,24.2299447,81.0602861
Gulwargujara B.O,485881,SATNA,MADHYA PRADESH,24.2223489,81.20781640000001
Hinauti B.O,485881,SATNA,MADHYA PRADESH,24.292582,81.30142839999999
Lakhaha B.O,485775,SATNA,MADHYA PRADESH,24.5202544,80.8917353
Madhi B.O,485775,SATNA,MADHYA PRADESH,24.3078562,81.03267950000001
Aber B.O,485226,SATNA,MADHYA PRADESH,24.6998338,81.01473
Badkhera B.O,485226,SATNA,MADHYA PRADESH,24.5253029,80.87790380000001
Nawagaon B.O,485226,SATNA,MADHYA PRADESH,24.8466044,81.0092062
Pagar Khurd B.O,485226,SATNA,MADHYA PRADESH,24.8363707,80.93736229999999
Pratappur B.O,485226,SATNA,MADHYA PRADESH,24.882995,81.0885729
Rajarwara B.O,485226,SATNA,MADHYA PRADESH,24.6134318,80.7075809
Sukwaha B.O,485226,SATNA,MADHYA PRADESH,24.8466044,81.0092062
Tighra B.O,485226,SATNA,MADHYA PRADESH,24.8466044,81.0092062
Tihai B.O,485226,SATNA,MADHYA PRADESH,24.7313713,81.0009199
Mehuti B.O,485221,SATNA,MADHYA PRADESH,24.7415717,80.9263036
Dureha B.O,485551,SATNA,MADHYA PRADESH,24.4486333,80.4597691
Gudha B.O,485551,SATNA,MADHYA PRADESH,24.4182525,80.5966093
Jhingodar B.O,485551,SATNA,MADHYA PRADESH,24.4600774,80.5241329
Bhikhampur B.O,485778,SATNA,MADHYA PRADESH,24.336365,81.1416691
